EstacaoCodigo;NivelConsistencia;Data;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
60855000;2;01/04/2002;1;1;"59,065";"31,744";"42,596";1;29;1;1;1;;0;"59,065";"56,94";"53,82";"47,816";"48,794";"48,794";"48,794";"50,778";"48,794";"48,794";"47,816";"46,846";"46,846";"43,991";"42,132";"41,217";"40,31";"39,412";"38,523";"37,644";"37,644";"35,912";"35,912";"35,06";"34,217";"33,383";"32,559";"32,559";"31,744";"31,744";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/2002;1;1;"120,23";"53,82";"74,304";23;17;1;1;1;;0;"101,771";"96,37";"89,805";"84,703";"84,703";"78,514";"72,537";"66,773";"64,527";"65,646";"67,909";"63,417";"59,065";"63,417";"57,998";"54,851";"53,82";"66,773";"67,909";"56,94";"53,82";"57,998";"120,23";"110,119";"112,967";"85,966";"78,514";"73,716";"69,053";"64,527";"59,065";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/2002;1;1;"322,651";"56,94";"143,022";25;5;1;1;1;;0;"72,537";"72,537";"69,053";"61,224";"56,94";"61,224";"200,324";"104,521";"89,805";"105,908";"200,324";"256,577";"129,212";"115,848";"161,229";"129,212";"117,3";"136,918";"215,577";"157,885";"256,577";"164,605";"161,229";"198,178";"322,651";"149,663";"121,707";"115,848";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/2002;1;1;"320,109";"41,217";"92,728";15;13;1;1;1;;0;"123,192";"93,719";"78,514";"64,527";"52,797";"43,057";"48,794";"43,991";"126,186";"89,805";"61,224";"43,057";"41,217";"88,517";"320,109";"220,008";"185,514";"164,605";"105,908";"88,517";"83,448";"69,053";"66,773";"64,527";"59,065";"51,783";"47,816";"77,302";"121,707";"77,302";"72,537";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/2001;1;1;"380,328";"22,692";"53,89";30;5;1;1;1;;0;"28,576";"39,412";"30,938";"34,217";"22,692";"25,558";"100,408";"57,998";"43,057";"39,412";"28,576";"26,299";"27,807";"38,523";"50,778";"61,224";"46,846";"39,412";"36,774";"30,938";"30,938";"30,938";"41,217";"35,912";"34,217";"30,938";"29,354";"40,31";"50,778";"380,328";"156,225";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/2001;1;1;"88,517";"13,135";"29,411";22;1;1;1;1;;0;"13,135";"13,135";"14,076";"16,086";"20,644";"28,576";"24,828";"19,43";"18,271";"16,086";"16,086";"19,43";"17,708";"18,271";"35,912";"54,851";"40,31";"43,057";"35,06";"38,523";"39,412";"88,517";"46,846";"33,383";"33,383";"30,141";"27,807";"22,692";"32,559";"24,106";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/2001;1;1;"48,794";"12,234";"22,582";10;8;1;1;1;;0;"20,644";"19,43";"18,271";"16,616";"15,06";"14,076";"13,135";"12,234";"16,086";"48,794";"39,412";"35,912";"36,774";"30,141";"23,395";"20,644";"18,271";"17,156";"16,616";"20,644";"30,141";"28,576";"37,644";"29,354";"24,828";"20,644";"17,708";"16,086";"14,076";"14,076";"13,6";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/2001;1;1;"20,644";"10,96";"13,974";29;14;1;1;1;;0;"16,086";"16,086";"15,06";"14,076";"14,076";"13,135";"13,135";"12,68";"12,234";"12,234";"12,234";"11,375";"11,375";"10,96";"15,06";"14,563";"16,086";"15,568";"15,06";"14,563";"14,076";"13,135";"12,68";"12,234";"11,8";"12,234";"14,076";"16,616";"20,644";"16,086";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/2001;1;1;"17,156";"12,68";"14,184";31;23;1;1;1;;0;"16,086";"16,086";"15,568";"15,568";"15,568";"15,06";"15,06";"14,563";"14,563";"14,076";"14,076";"14,076";"13,6";"13,6";"13,135";"13,135";"13,135";"13,135";"13,135";"13,135";"13,135";"13,135";"12,68";"12,68";"13,135";"13,6";"13,6";"14,076";"14,076";"16,086";"17,156";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/2001;1;1;"21,317";"16,086";"18,362";1;30;1;1;1;;0;"21,317";"21,317";"20,644";"20,644";"19,43";"19,43";"19,43";"19,43";"18,845";"18,845";"18,845";"18,845";"18,271";"18,271";"18,271";"18,271";"18,271";"18,271";"18,271";"17,708";"17,708";"17,708";"17,156";"17,156";"17,156";"17,156";"17,156";"16,616";"16,616";"16,086";"16,086";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/2001;1;1;"34,217";"21,317";"25,54";1;30;1;1;1;;0;"34,217";"32,559";"30,141";"29,354";"28,576";"28,576";"27,807";"27,807";"27,048";"26,299";"25,558";"24,828";"24,828";"24,828";"24,828";"24,828";"24,828";"24,106";"23,395";"24,106";"24,106";"23,395";"23,395";"23,395";"23,395";"22,692";22;22;22;"21,317";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/2001;1;1;"61,224";"23,395";"31,524";27;12;1;1;1;;0;"27,807";"27,807";"27,048";"26,299";"26,299";"25,558";"24,828";"24,828";"24,828";"24,106";"24,106";"23,395";"23,395";"27,807";"29,354";"29,354";"32,559";"33,383";"32,559";"32,559";"29,354";"27,807";"27,807";"27,807";"27,807";"29,354";"61,224";"61,224";"57,998";"43,057";"35,912";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/2001;1;1;"152,928";"27,807";"50,067";3;30;1;1;1;;0;"77,302";"118,761";"152,928";"99,054";"93,719";"77,302";"55,891";"51,783";"47,816";"44,934";"42,132";"41,217";"39,412";"39,412";"39,412";"37,644";"35,912";"34,217";"33,383";"32,559";"32,559";"32,559";"32,559";"32,559";"31,744";"30,938";"29,354";"28,576";"28,576";"27,807";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/2001;1;1;"89,805";"39,412";"54,228";13;21;1;1;1;;0;"43,057";"43,057";"42,132";"59,065";"46,846";"41,217";"85,966";"59,065";"49,782";"52,797";"49,782";"56,94";"89,805";"87,237";"74,902";"63,417";"73,716";"61,224";"57,998";"44,934";"39,412";"41,217";"41,217";"39,412";"54,851";"45,886";"45,886";"39,412";"44,934";"46,846";"59,065";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/2001;1;1;"76,098";"39,412";"50,863";10;15;1;1;1;;0;"59,065";"48,794";"59,065";"56,94";"48,794";"43,991";"43,991";"43,057";"62,316";"76,098";"67,909";"52,797";"44,934";"41,217";"39,412";"43,057";"47,816";"52,797";"61,224";"48,794";"44,934";"54,851";"50,778";"48,794";"59,065";"43,057";"41,217";"39,412";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/2001;1;1;"123,192";"40,31";"63,492";4;21;1;1;1;;0;"63,417";"82,202";"74,902";"123,192";"78,514";"61,224";"54,851";"52,797";"65,646";"65,646";"65,646";"63,417";"59,065";"57,998";"74,902";"77,302";"65,646";"52,797";"45,886";"43,057";"40,31";"44,934";"50,778";"65,646";"71,367";"60,14";"72,537";"63,417";"61,224";"57,998";"51,783";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/2000;1;1;"242,631";"38,523";"82,664";25;2;1;1;1;;0;"54,851";"38,523";"69,053";"84,703";"70,206";"61,224";"54,851";"49,782";"38,523";"77,302";"76,098";"57,998";"53,82";"60,14";"80,965";"97,708";"144,824";"108,707";"117,3";"95,04";"107,303";"71,367";"67,909";"69,053";"242,631";"154,572";"111,539";"72,537";"61,224";"55,891";"56,94";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/2000;1;1;"78,514";"17,156";"38,417";23;10;1;1;1;;0;"19,43";"18,271";"18,271";"18,271";"19,43";22;"19,43";"18,271";"17,708";"17,156";"17,156";"52,797";"38,523";"52,797";"69,053";"47,816";"38,523";"34,217";"45,886";"55,891";"43,991";"43,991";"78,514";"55,891";"63,417";"46,846";"46,846";"47,816";"40,31";"43,991";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/2000;1;1;"30,141";"14,563";"20,129";1;22;1;1;1;;0;"30,141";"29,354";"28,576";"27,048";"26,299";"27,048";"26,299";"24,828";"23,395";"22,692";"22,692";"21,317";"20,027";"19,43";"18,271";"17,156";"16,616";"16,616";"16,086";"15,568";"15,06";"14,563";"14,563";"15,568";"15,568";"16,086";"16,086";"16,086";"16,086";"16,616";"18,271";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/2000;1;1;"82,202";"24,828";"37,559";9;25;1;1;1;;0;"40,31";"32,559";"37,644";"40,31";"39,412";"36,774";"38,523";"40,31";"82,202";"62,316";"44,934";"44,934";"39,412";"39,412";"56,94";"43,991";"37,644";"34,217";"30,938";"31,744";"30,141";"28,576";"27,048";"26,299";"24,828";"24,828";"26,299";"27,048";"27,048";"30,141";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/2000;1;1;"31,744";"24,106";"27,839";1;27;1;1;1;;0;"31,744";"31,744";"30,938";"30,141";"30,141";"29,354";"29,354";"29,354";"29,354";"28,576";"28,576";"27,807";"27,807";"27,807";"27,807";"27,807";"27,807";"27,048";"27,048";"26,299";"26,299";"26,299";"25,558";"25,558";"25,558";"24,828";"24,106";"24,106";"27,807";"27,807";"28,576";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/2000;1;1;"36,774";"31,744";"33,213";23;11;1;1;1;;0;"34,217";"34,217";"34,217";"34,217";"33,383";"33,383";"33,383";"32,559";"32,559";"32,559";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"31,744";"36,774";"36,774";"35,912";"35,912";"35,06";"34,217";"33,383";"33,383";"32,559";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/2000;1;1;"42,132";"34,217";"38,195";1;30;1;1;1;;0;"42,132";"41,217";"41,217";"41,217";"41,217";"40,31";"40,31";"39,412";"39,412";"39,412";"38,523";"38,523";"38,523";"37,644";"37,644";"37,644";"37,644";"37,644";"37,644";"37,644";"37,644";"37,644";"37,644";"36,774";"35,912";"35,912";"35,06";"35,06";"35,06";"34,217";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/2000;1;1;"55,891";"42,132";"46,729";1;31;1;1;1;;0;"55,891";"54,851";"52,797";"52,797";"51,783";"50,778";"50,778";"49,782";"48,794";"48,794";"47,816";"46,846";"46,846";"45,886";"44,934";"44,934";"44,934";"44,934";"43,991";"43,991";"43,991";"43,991";"43,991";"43,991";"43,057";"43,057";"43,057";"43,057";"43,057";"43,057";"42,132";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/2000;1;1;"130,737";"56,94";"78,942";1;30;1;1;1;;0;"130,737";"121,707";"110,119";"104,521";"97,708";"88,517";"84,703";"79,735";"76,098";"72,537";"70,206";"69,053";"66,773";"65,646";"63,417";"63,417";"62,316";"61,224";"129,212";"97,708";"92,406";"73,716";"66,773";"63,417";"62,316";"61,224";"59,065";"59,065";"57,998";"56,94";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/2000;1;1;"263,652";"88,517";"148,731";21;8;1;1;1;;0;"161,229";"143,227";"151,291";"121,707";"105,908";"103,142";"99,054";"88,517";"112,967";"133,812";"180,182";"235,762";"168,012";"144,824";"132,27";"112,967";"135,361";"159,553";"258,928";"247,249";"263,652";"211,179";"183,729";"133,812";"115,848";"103,142";"126,186";"103,142";"93,719";"88,517";"191,787";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/2000;1;1;"435,605";"101,771";"243,328";4;26;2;2;2;;0;"275,595";"196,039";"399,373";"435,605";"402,121";"325,199";"418,745";"348,453";"233,488";"213,374";"238,044";"391,171";"332,887";"295,089";"222,235";"173,181";"249,57";"217,788";"171,45";"174,919";"152,928";"118,761";"111,539";"156,225";"110,119";"101,771";"176,665";"178,42";"235,762";;;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
60855000;2;01/01/2000;1;1;"340,638";"47,816";"200,144";26;1;2;2;2;;0;"47,816";"70,206";"91,101";"141,638";"157,885";"181,951";"204,642";"129,212";"91,101";"73,716";"70,206";"171,45";"189,673";"181,951";"159,553";"141,638";"144,824";"228,963";"302,519";"287,723";"273,192";"244,936";"220,008";"231,222";"280,424";"340,638";"340,638";"297,558";"305,01";"322,651";"280,424";1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
60855000;2;01/12/1999;1;1;"96,37";"14,076";"36,802";10;3;1;1;1;;0;"15,568";"14,563";"14,076";"14,076";"14,076";"50,778";"43,057";"47,816";"70,206";"96,37";"53,82";"77,302";"62,316";"50,778";"52,797";"46,846";"40,31";"33,383";"30,141";"27,807";"26,299";"24,828";"24,106";"24,106";"24,828";"24,106";"29,354";"25,558";"24,106";"24,106";"33,383";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1999;1;1;"44,934";"14,563";"21,274";15;8;1;1;1;;0;"17,156";"17,156";"16,086";"15,568";"15,568";"15,06";"15,06";"14,563";"14,563";"14,563";"14,563";"26,299";"27,807";"28,576";"44,934";"35,06";"27,807";"24,106";"21,317";"21,317";"28,576";"24,106";22;"20,644";"22,692";22;"20,027";"18,845";"16,616";"15,568";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1999;1;1;"30,141";"15,568";"19,198";26;16;1;1;1;;0;22;"21,317";"20,644";"20,027";"19,43";"18,845";"21,317";"19,43";"18,845";"18,271";"18,271";"17,708";"17,156";"17,156";"16,086";"15,568";"15,568";"16,086";"16,616";"16,616";"16,616";"17,708";"17,156";"16,086";"15,568";"30,141";"26,299";"27,048";"22,692";"20,027";"18,845";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1999;1;1;"73,716";"18,845";"29,065";19;5;1;1;1;;0;"20,027";"20,027";"19,43";"19,43";"18,845";"18,845";"18,845";"18,845";"18,845";"25,558";"38,523";"37,644";"34,217";"30,141";"30,141";"31,744";"31,744";"30,141";"73,716";"43,991";"40,31";"36,774";"33,383";"30,141";"28,576";"27,048";"24,828";"24,106";"23,395";"22,692";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1999;1;1;"27,048";"20,027";"23,86";1;31;1;1;1;;0;"27,048";"27,048";"26,299";"25,558";"25,558";"25,558";"25,558";"24,828";"24,828";"24,828";"24,828";"24,106";"24,106";"24,106";"24,106";"24,106";"24,106";"24,106";"24,106";"23,395";"23,395";"23,395";"22,692";"22,692";22;22;22;"21,317";"21,317";"20,644";"20,027";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1999;1;1;"37,644";"27,048";"31,779";1;31;1;1;1;;0;"37,644";"36,774";"35,912";"35,912";"35,06";"35,06";"34,217";"34,217";"34,217";"34,217";"33,383";"33,383";"32,559";"32,559";"31,744";"31,744";"30,938";"30,938";"30,141";"30,141";"30,141";"29,354";"29,354";"28,576";"28,576";"28,576";"28,576";"28,576";"27,807";"27,807";"27,048";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1999;1;1;"43,057";"35,912";"39,611";15;28;1;1;1;;0;"42,132";"42,132";"42,132";"42,132";"42,132";"41,217";"41,217";"40,31";"40,31";"39,412";"39,412";"39,412";"39,412";"39,412";"43,057";"39,412";"40,31";"41,217";"38,523";"38,523";"38,523";"38,523";"38,523";"39,412";"38,523";"37,644";"36,774";"35,912";"35,912";"36,774";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1999;1;1;"63,417";"42,132";"48,344";8;31;1;1;1;;0;"50,778";"50,778";"49,782";"48,794";"48,794";"48,794";"55,891";"63,417";"61,224";"55,891";"53,82";"50,778";"49,782";"49,782";"48,794";"47,816";"46,846";"45,886";"45,886";"44,934";"44,934";"44,934";"43,991";"43,991";"43,991";"43,991";"43,057";"43,057";"43,057";"43,057";"42,132";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1999;1;1;"88,517";"52,797";"70,2";8;29;1;1;1;;0;"87,237";"84,703";"82,202";"76,098";"74,902";"71,367";"78,514";"88,517";"87,237";"80,965";"72,537";"69,053";"65,646";"70,206";"74,902";"82,202";"76,098";"73,716";"69,053";"66,773";"63,417";"61,224";"59,065";"59,065";"59,065";"56,94";"55,891";"53,82";"52,797";"52,797";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1999;1;1;"407,636";"89,805";"157,947";7;23;1;1;1;;0;"208,992";"202,479";"187,307";"174,919";"135,361";"135,361";"407,636";"196,039";"148,042";"127,695";"196,039";"156,225";"120,23";"129,212";"101,771";"92,406";"169,727";"280,424";"240,334";"118,761";"101,771";"96,37";"89,805";"278,006";"157,885";"117,3";"115,848";"110,119";"101,771";"108,707";"89,805";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1999;1;1;"496,44";"52,797";"115,9";26;19;1;1;1;;0;"173,181";"129,212";"129,212";"121,707";"88,517";"77,302";"70,206";"76,098";"77,302";"117,3";"91,101";"78,514";"83,448";"77,302";"80,965";"69,053";"60,14";"55,891";"52,797";"76,098";"61,224";"100,408";"87,237";"88,517";"89,805";"496,44";"305,01";"231,222";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/1999;1;1;"193,909";"66,773";"109,442";3;25;1;1;1;;0;"97,708";"104,521";"193,909";"183,729";"151,291";"136,918";"178,42";"176,665";"121,707";"138,483";"136,918";"92,406";"101,771";"120,23";"111,539";"100,408";"108,707";"108,707";"88,517";"77,302";"72,537";"70,206";"67,909";"73,716";"66,773";"69,053";"105,908";"74,902";"67,909";"80,965";"112,967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/12/1998;1;1;"168,012";"45,886";"91,363";18;4;1;1;1;;0;"55,891";"84,703";"57,998";"45,886";"49,782";"91,101";"76,098";"57,998";"51,783";"45,886";"52,797";"57,998";"51,783";"96,37";"121,707";"166,304";"141,638";"168,012";"105,908";"83,448";"70,206";"60,14";"73,716";"104,521";"104,521";"93,719";"124,685";"123,192";"151,291";"138,483";"124,685";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/11/1998;1;1;"130,737";22;"52,068";28;26;1;1;1;;0;"71,367";"70,206";"64,527";"79,735";"65,646";"50,778";"42,132";"45,886";"40,31";"41,217";"43,057";"41,217";"37,644";"88,517";"85,966";"55,891";"46,846";"42,132";"36,774";"32,559";"29,354";"27,807";"25,558";"24,106";"22,692";22;"50,778";"130,737";"80,965";"65,646";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/10/1998;1;1;"120,23";"18,845";"37,231";16;5;1;1;1;;0;"21,317";"21,317";"20,644";"19,43";"18,845";"20,027";22;"27,807";"30,141";"29,354";"24,828";"24,828";"24,106";"22,692";"28,576";"120,23";"84,703";"71,367";"57,998";"43,991";"39,412";"33,383";"34,217";"30,141";"30,938";"30,938";"29,354";"27,807";"35,06";"43,991";"84,703";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/09/1998;1;1;"22,692";"17,156";"19,013";30;18;1;1;1;;0;22;"21,317";"21,317";"20,644";"20,644";"20,644";"20,027";"20,027";"19,43";"19,43";"19,43";"18,845";"18,845";"18,271";"18,271";"18,271";"17,708";"17,156";"17,156";"17,156";"17,156";"17,708";"17,708";"17,708";"17,708";"17,708";"17,708";"18,271";"19,43";"22,692";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/08/1998;1;1;"61,224";"22,692";"30,722";11;28;1;1;1;;0;"25,558";"25,558";"25,558";"25,558";"25,558";"26,299";"33,383";"34,217";"36,774";"46,846";"61,224";"50,778";"44,934";"40,31";"35,06";"33,383";"31,744";"29,354";"28,576";"27,048";"26,299";"26,299";"25,558";"24,828";"24,106";"23,395";"23,395";"22,692";"22,692";"22,692";"22,692";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/07/1998;1;1;"34,217";"25,558";"30,298";1;31;1;1;1;;0;"34,217";"34,217";"34,217";"33,383";"33,383";"33,383";"32,559";"32,559";"32,559";"32,559";"32,559";"31,744";"30,938";"30,938";"30,938";"30,141";"30,141";"30,141";"30,141";"29,354";"29,354";"28,576";"27,807";"27,807";"27,807";"27,048";"26,299";"26,299";"26,299";"26,299";"25,558";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/06/1998;1;1;"65,646";"35,06";"41,758";1;28;1;1;1;;0;"65,646";"59,065";"53,82";"49,782";"47,816";"44,934";"43,057";"43,057";"43,057";"42,132";"41,217";"40,31";"41,217";"40,31";"40,31";"40,31";"39,412";"38,523";"37,644";"37,644";"37,644";"37,644";"36,774";"36,774";"36,774";"36,774";"35,912";"35,06";"35,06";"35,06";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/05/1998;1;1;"84,703";"42,132";"55,008";6;28;1;1;1;;0;"80,965";"71,367";"64,527";"59,065";"77,302";"84,703";"70,206";"67,909";"56,94";"53,82";"52,797";"51,783";"49,782";"48,794";"47,816";"44,934";"43,057";"43,057";"47,816";"45,886";"45,886";"45,886";"44,934";"43,991";"43,991";"43,057";"43,057";"42,132";"42,132";"67,909";"79,735";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/04/1998;1;1;"178,42";"49,782";"74,055";2;26;1;1;1;;0;"104,521";"178,42";"120,23";"112,967";"95,04";"91,101";"80,965";"83,448";"78,514";"73,716";"71,367";"69,053";"66,773";"64,527";"62,316";"60,14";"62,316";"60,14";"61,224";"59,065";"56,94";"55,891";"53,82";"52,797";"50,778";"49,782";"49,782";"49,782";"53,82";"92,406";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
60855000;2;01/03/1998;1;1;"1059,808";"61,224";"161,043";19;13;1;1;1;;0;"74,902";"126,186";"126,186";"108,707";"124,685";"138,483";"112,967";"93,719";"78,514";"71,367";"67,909";"67,909";"61,224";"66,773";"148,042";"103,142";"99,054";"446,975";"1059,808";"475,85";"266,026";"164,605";"130,737";"111,539";"100,408";"115,848";"97,708";"96,37";"89,805";"83,448";"83,448";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
60855000;2;01/02/1998;1;1;"217,788";"70,206";"119,015";13;3;1;1;1;;0;"93,719";"73,716";"70,206";"82,202";"96,37";"74,902";"84,703";"78,514";"166,304";"135,361";"104,521";"117,3";"217,788";"133,812";"127,695";"176,665";"121,707";"211,179";"123,192";"105,908";"123,192";"189,673";"146,429";"126,186";"103,142";"82,202";"88,517";"77,302";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
60855000;2;01/01/1998;1;1;"121,707";"40,31";"72,118";31;4;1;1;1;;0;"67,909";"50,778";"46,846";"40,31";"54,851";"51,783";"43,991";"47,816";"74,902";"99,054";"78,514";"56,94";"49,782";"73,716";"61,224";"57,998";"100,408";"87,237";"100,408";"71,367";"72,537";"60,14";"78,514";"73,716";"83,448";"96,37";"78,514";"78,514";"69,053";"107,303";"121,707";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
